"Epoch  1, CIFAR-10 Batch 1:  Loss:     2.2495 Validation Accuracy: 0.256200"
"Epoch  1, CIFAR-10 Batch 2:  Loss:     2.2704 Validation Accuracy: 0.182000"
"Epoch  1, CIFAR-10 Batch 3:  Loss:     1.9188 Validation Accuracy: 0.321800"
"Epoch  1, CIFAR-10 Batch 4:  Loss:     1.8917 Validation Accuracy: 0.382600"
"Epoch  1, CIFAR-10 Batch 5:  Loss:     1.4161 Validation Accuracy: 0.500200"
"Epoch  2, CIFAR-10 Batch 1:  Loss:     1.4422 Validation Accuracy: 0.560000"
"Epoch  2, CIFAR-10 Batch 2:  Loss:     1.4898 Validation Accuracy: 0.466400"
"Epoch  2, CIFAR-10 Batch 3:  Loss:     1.2394 Validation Accuracy: 0.527000"
"Epoch  2, CIFAR-10 Batch 4:  Loss:     1.1714 Validation Accuracy: 0.565000"
"Epoch  2, CIFAR-10 Batch 5:  Loss:     1.0176 Validation Accuracy: 0.585200"
"Epoch  3, CIFAR-10 Batch 1:  Loss:     0.9847 Validation Accuracy: 0.677800"
"Epoch  3, CIFAR-10 Batch 2:  Loss:     0.9526 Validation Accuracy: 0.594000"
"Epoch  3, CIFAR-10 Batch 3:  Loss:     0.7789 Validation Accuracy: 0.588400"
"Epoch  3, CIFAR-10 Batch 4:  Loss:     0.7376 Validation Accuracy: 0.627000"
"Epoch  3, CIFAR-10 Batch 5:  Loss:     0.6382 Validation Accuracy: 0.663000"
"Epoch  4, CIFAR-10 Batch 1:  Loss:     0.5730 Validation Accuracy: 0.706600"
"Epoch  4, CIFAR-10 Batch 2:  Loss:     0.6230 Validation Accuracy: 0.682600"
"Epoch  4, CIFAR-10 Batch 3:  Loss:     0.5219 Validation Accuracy: 0.646800"
"Epoch  4, CIFAR-10 Batch 4:  Loss:     0.3458 Validation Accuracy: 0.707600"
"Epoch  4, CIFAR-10 Batch 5:  Loss:     0.3809 Validation Accuracy: 0.682000"
"Epoch  5, CIFAR-10 Batch 1:  Loss:     0.2401 Validation Accuracy: 0.735000"
"Epoch  5, CIFAR-10 Batch 2:  Loss:     0.2884 Validation Accuracy: 0.744000"
"Epoch  5, CIFAR-10 Batch 3:  Loss:     0.2694 Validation Accuracy: 0.674400"
"Epoch  5, CIFAR-10 Batch 4:  Loss:     0.1538 Validation Accuracy: 0.728600"
"Epoch  5, CIFAR-10 Batch 5:  Loss:     0.2628 Validation Accuracy: 0.695400"
"Epoch  6, CIFAR-10 Batch 1:  Loss:     0.1464 Validation Accuracy: 0.726800"
"Epoch  6, CIFAR-10 Batch 2:  Loss:     0.1494 Validation Accuracy: 0.728400"
"Epoch  6, CIFAR-10 Batch 3:  Loss:     0.1376 Validation Accuracy: 0.685800"
"Epoch  6, CIFAR-10 Batch 4:  Loss:     0.0682 Validation Accuracy: 0.745600"
"Epoch  6, CIFAR-10 Batch 5:  Loss:     0.2747 Validation Accuracy: 0.705000"
"Epoch  7, CIFAR-10 Batch 1:  Loss:     0.0956 Validation Accuracy: 0.732600"
"Epoch  7, CIFAR-10 Batch 2:  Loss:     0.2054 Validation Accuracy: 0.718400"
"Epoch  7, CIFAR-10 Batch 3:  Loss:     0.0969 Validation Accuracy: 0.710200"
"Epoch  7, CIFAR-10 Batch 4:  Loss:     0.0837 Validation Accuracy: 0.721800"
"Epoch  7, CIFAR-10 Batch 5:  Loss:     0.0483 Validation Accuracy: 0.748200"
"Epoch  8, CIFAR-10 Batch 1:  Loss:     0.0640 Validation Accuracy: 0.724000"
"Epoch  8, CIFAR-10 Batch 2:  Loss:     0.1334 Validation Accuracy: 0.701600"
"Epoch  8, CIFAR-10 Batch 3:  Loss:     0.0178 Validation Accuracy: 0.731600"
"Epoch  8, CIFAR-10 Batch 4:  Loss:     0.0879 Validation Accuracy: 0.729800"
"Epoch  8, CIFAR-10 Batch 5:  Loss:     0.0383 Validation Accuracy: 0.743800"
"Epoch  9, CIFAR-10 Batch 1:  Loss:     0.0255 Validation Accuracy: 0.745800"
"Epoch  9, CIFAR-10 Batch 2:  Loss:     0.1279 Validation Accuracy: 0.697600"
"Epoch  9, CIFAR-10 Batch 3:  Loss:     0.0145 Validation Accuracy: 0.719200"
"Epoch  9, CIFAR-10 Batch 4:  Loss:     0.0295 Validation Accuracy: 0.711200"
"Epoch  9, CIFAR-10 Batch 5:  Loss:     0.0109 Validation Accuracy: 0.740200"
"Epoch 10, CIFAR-10 Batch 1:  Loss:     0.0104 Validation Accuracy: 0.748200"
"Epoch 10, CIFAR-10 Batch 2:  Loss:     0.0817 Validation Accuracy: 0.696200"
"Epoch 10, CIFAR-10 Batch 3:  Loss:     0.0507 Validation Accuracy: 0.737200"
"Epoch 10, CIFAR-10 Batch 4:  Loss:     0.0159 Validation Accuracy: 0.728000"
"Epoch 10, CIFAR-10 Batch 5:  Loss:     0.0050 Validation Accuracy: 0.741800"
